Unnamed: 0,url,title,annotator_1,annotator_2,arbitration
1,https://stackoverflow.com/questions/355089,Difference between StringBuilder and StringBuffer,1,1,1
2,https://stackoverflow.com/questions/1069066,Get current stack trace in Java,1,1,1
3,https://stackoverflow.com/questions/10766492,What is the Simplest Way to Reverse an ArrayList?,1,1,1
6,https://stackoverflow.com/questions/1196192,How to read the value of a private field from a different class in Java?,1,1,1
7,https://stackoverflow.com/questions/1816673,How do I check if a file exists in Java?,1,1,1
9,https://stackoverflow.com/questions/3072173,How to call a method after a delay in Android,1,1,1
19,https://stackoverflow.com/questions/275711,Add leading zeroes to number in Java?,1,1,1
20,https://stackoverflow.com/questions/2889777,"Difference between HashMap, LinkedHashMap and TreeMap",1,1,1
28,https://stackoverflow.com/questions/1306727,Way to get number of digits in an int?,1,1,1
37,https://stackoverflow.com/questions/20945049,Is a Java string really immutable?,1,1,1
38,https://stackoverflow.com/questions/4645020,When to use StringBuilder in Java,1,1,1
43,https://stackoverflow.com/questions/409784,What's the simplest way to print a Java array?,1,1,1
51,https://stackoverflow.com/questions/7485670,Error: Could not find or load main class,1,1,1
56,https://stackoverflow.com/questions/3301635,Change private static final field using Java reflection,1,1,1
57,https://stackoverflow.com/questions/51438,Getting A File's Mime Type In Java,1,1,1
60,https://stackoverflow.com/questions/2965747,Why do I get an UnsupportedOperationException when trying to remove an element from a List?,1,1,1
66,https://stackoverflow.com/questions/7438612,How to remove the last character from a string?,1,1,1
68,https://stackoverflow.com/questions/338206,Why can't I use switch statement on a String?,1,1,1
72,https://stackoverflow.com/questions/299304,Why does Java's hashCode() in String use 31 as a multiplier?,1,1,1
73,https://stackoverflow.com/questions/18448671,"How to avoid ""ConcurrentModificationException"" while removing elements from `ArrayList` while iterating it?",1,1,1
79,https://stackoverflow.com/questions/6416706,Easy way to convert Iterable to Collection,1,1,1
89,https://stackoverflow.com/questions/2986296,What are the differences between ArrayList and Vector?,1,1,1
90,https://stackoverflow.com/questions/3342651,I get exception when using Thread.sleep(x) or wait(),1,1,1
102,https://stackoverflow.com/questions/20363719,"Java 8 List<V> into Map<K, V>",1,1,1
105,https://stackoverflow.com/questions/1036754,Difference between wait() and sleep(),1,1,1
110,https://stackoverflow.com/questions/299495,How to add an image to a JPanel?,1,1,1
136,https://stackoverflow.com/questions/1978933,A quick and easy way to join array elements with a separator (the opposite of split) in Java,1,1,1
138,https://stackoverflow.com/questions/1348199,What is the difference between the HashMap and Map objects in Java?,1,1,1
144,https://stackoverflow.com/questions/156275,"What is the equivalent of the C++ Pair<L,R> in Java?",1,1,1
158,https://stackoverflow.com/questions/3695230,How to use java.String.change_data_into_doccano_format in Scala?,1,1,1
164,https://stackoverflow.com/questions/817856,When and how should I use a ThreadLocal variable?,1,1,1
182,https://stackoverflow.com/questions/2329358,Is there anything like .NET's NotImplementedException in Java?,1,1,1
400,https://stackoverflow.com/questions/2793150,How to use java.net.URLConnection to fire and handle HTTP requests,1,1,1
441,https://stackoverflow.com/questions/13375357,Proper use cases for Android UserManager.isUserAGoat()?,1,1,1
333,https://stackoverflow.com/questions/2536829,Hibernate show real SQL,0,0,0
323,https://stackoverflow.com/questions/7642456,IntelliJ - Convert a Java project/module into a Maven project/module,0,0,0
47,https://stackoverflow.com/questions/442564,Avoid synchronized(this) in Java?,0,1,0
423,https://stackoverflow.com/questions/3881,IllegalArgumentException or NullPointerException for a null parameter?,1,1,1
474,https://stackoverflow.com/questions/1464291,How to really read text file from classpath in Java,1,1,1
406,https://stackoverflow.com/questions/6481627,Java Security: Illegal key size or default parameters?,1,1,1
426,https://stackoverflow.com/questions/19431234,Converting between java.time.LocalDateTime and java.util.Date,1,1,1
88,https://stackoverflow.com/questions/5374311,Convert ArrayList<String> to String[] array,1,1,1
289,https://stackoverflow.com/questions/43574426,How to resolve java.lang.NoClassDefFoundError: javax/xml/bind/JAXBException in Java 9,1,1,1
44,https://stackoverflow.com/questions/5071040,Java - Convert integer to string,1,1,1
444,https://stackoverflow.com/questions/50683786,"Why does array[idx++]+=""a"" increase idx once in Java 8 but twice in Java 9 and 10?",0,0,0
197,https://stackoverflow.com/questions/4709175,What are enums and why are they useful?,1,1,1
206,https://stackoverflow.com/questions/197474,JPA and Hibernate - Criteria vs. JPQL or HQL,0,0,0
366,https://stackoverflow.com/questions/785973,What is the most appropriate way to store user settings in Android application,1,1,1
224,https://stackoverflow.com/questions/154577,Polymorphism vs Overriding vs Overloading,0,0,0
348,https://stackoverflow.com/questions/4955635,How to add local jar files to a Maven project?,0,0,0
459,https://stackoverflow.com/questions/2305973,java.util.Date vs java.sql.Date,1,1,1
371,https://stackoverflow.com/questions/18122336,Cannot change version of project facet Dynamic Web Module to 3.0?,0,0,0
64,https://stackoverflow.com/questions/41233,Java and SQLite,0,0,0
242,https://stackoverflow.com/questions/6802483,How to directly initialize a HashMap (in a literal way)?,1,1,1
120,https://stackoverflow.com/questions/19896870,Why is my Spring @Autowired field null?,0,0,0
344,https://stackoverflow.com/questions/1844688,How to read all files in a folder from Java?,1,1,1
350,https://stackoverflow.com/questions/683518,Java Class that implements Map and keeps insertion order?,1,1,1
467,https://stackoverflow.com/questions/3076078,Check if at least two out of three booleans are true,0,0,0
332,https://stackoverflow.com/questions/5915992,How to reference a method in javadoc?,0,0,0
425,https://stackoverflow.com/questions/13883166,Uncatchable ChuckNorrisException,0,0,0
496,https://stackoverflow.com/questions/2663115,How to detect a loop in a linked list?,0,0,0
503,https://stackoverflow.com/questions/1235179,Simple way to repeat a String in java,1,1,1
11,https://stackoverflow.com/questions/18144660,What is path of JDK on Mac ?,0,0,0
91,https://stackoverflow.com/questions/162187,"What does the ""static"" modifier after ""import"" mean?",0,0,0
140,https://stackoverflow.com/questions/35531369,Why is (a*b != 0) faster than (a != 0 && b != 0) in Java?,0,0,0
353,https://stackoverflow.com/questions/6784463,Error - trustAnchors parameter must be non-empty,0,1,1
283,https://stackoverflow.com/questions/5878952,Cast Int to enum in Java,1,1,1
246,https://stackoverflow.com/questions/320542,How to get the path of a running JAR file?,1,1,1
84,https://stackoverflow.com/questions/16232833,How to respond with HTTP 400 error in a Spring MVC @ResponseBody method returning String?,0,0,0
396,https://stackoverflow.com/questions/1998544,Method has the same erasure as another method in type,0,0,0
361,https://stackoverflow.com/questions/243274,How to unit test abstract classes: extend with stubs?,0,0,0
227,https://stackoverflow.com/questions/1154008,Any way to declare an array in-line?,1,1,1
217,https://stackoverflow.com/questions/40352684,What is the equivalent of Java static methods in Kotlin?,0,0,0
339,https://stackoverflow.com/questions/6952363,Replace a character at a specific index in a string?,1,1,1
370,https://stackoverflow.com/questions/23318109,Is it possible to use Java 8 for Android development?,0,0,0
480,https://stackoverflow.com/questions/857420,What are the reasons why Map.get(Object key) is not (fully) generic,1,1,1
12,https://stackoverflow.com/questions/4732544,Why are only final variables accessible in anonymous class?,0,0,0
87,https://stackoverflow.com/questions/178479,PreparedStatement IN clause alternatives?,1,0,0
365,https://stackoverflow.com/questions/3831341,Why does this go into an infinite loop?,1,0,0
269,https://stackoverflow.com/questions/304268,Getting a File's MD5 Checksum in Java,1,1,1
488,https://stackoverflow.com/questions/285793,What is a serialVersionUID and why should I use it?,0,1,1
329,https://stackoverflow.com/questions/1383797,Java Hashmap: How to get key from value?,1,1,1
26,https://stackoverflow.com/questions/23079003,How to Convert a Java 8 Stream to an Array?,1,1,1
462,https://stackoverflow.com/questions/8892360,Convert Set to List without creating new List,1,1,1
334,https://stackoverflow.com/questions/13950338,How to make an Android device vibrate?,1,1,1
504,https://stackoverflow.com/questions/5887709,Getting random numbers in Java,1,1,1
367,https://stackoverflow.com/questions/1590831,Safely casting long to int in Java,1,1,1
409,https://stackoverflow.com/questions/693997,How to set HttpResponse timeout for Android in Java,1,1,1
296,https://stackoverflow.com/questions/1082580,How to build jars from IntelliJ properly?,0,0,0
239,https://stackoverflow.com/questions/70689,What is an efficient way to implement a singleton pattern in Java?,0,0,0
275,https://stackoverflow.com/questions/509076,How do I address unchecked cast warnings?,0,0,0
381,https://stackoverflow.com/questions/20375176,Should I always use a parallel stream when possible?,0,1,1
315,https://stackoverflow.com/questions/3988788,"What is a stack trace, and how can I use it to debug my application errors?",0,0,0
380,https://stackoverflow.com/questions/14014086,What is difference between CrudRepository and JpaRepository interfaces in Spring Data JPA?,1,1,1
162,https://stackoverflow.com/questions/15202997,"What is the difference between canonical name, simple name and class name in Java Class?",0,1,0
263,https://stackoverflow.com/questions/16626810,Can Android Studio be used to run standard Java projects?,0,0,0
118,https://stackoverflow.com/questions/2447880,"Change Name of Import in Java, or import two classes with the same name",0,0,0
286,https://stackoverflow.com/questions/2487485,What is a Maven artifact?,0,0,0
178,https://stackoverflow.com/questions/508665,Difference between parseInt and valueOf in java?,1,1,1
517,https://stackoverflow.com/questions/2201925,Converting ISO 8601-compliant String to java.util.Date,1,1,1
41,https://stackoverflow.com/questions/309424,How do I read / convert an InputStream into a String in Java?,1,1,1
135,https://stackoverflow.com/questions/13670991,Interview: Can we instantiate abstract class?,0,0,0
489,https://stackoverflow.com/questions/24511052,How to convert an iterator to a stream?,1,1,1
129,https://stackoverflow.com/questions/9554636,The Use of Multiple JFrames: Good or Bad Practice?,0,0,0
313,https://stackoverflow.com/questions/19154202,Data access object (DAO) in Java,0,0,0
385,https://stackoverflow.com/questions/1689242,Conditionally ignoring tests in JUnit 4,0,0,0
448,https://stackoverflow.com/questions/10268583,Downloading Java JDK on Linux via wget is shown license page instead,0,0,0
515,https://stackoverflow.com/questions/81346,Most efficient way to increment a Map value in Java,1,1,1
167,https://stackoverflow.com/questions/3158730,"Java, 3 dots in parameters",0,0,0
310,https://stackoverflow.com/questions/3177733,How to avoid Java code in JSP files?,0,0,0
183,https://stackoverflow.com/questions/574240,Is there an advantage to use a Synchronized Method instead of a Synchronized Block?,0,0,0
264,https://stackoverflow.com/questions/4279420,Does use of final keyword in Java improve the performance?,0,0,0
450,https://stackoverflow.com/questions/1114026,Maven Modules + Building a Single Specific Module,0,0,0
469,https://stackoverflow.com/questions/147454,Why is using a wild card with a Java import statement bad?,0,0,0
522,https://stackoverflow.com/questions/7229226,Should I avoid the use of set(Preferred|Maximum|Minimum)Size methods in Java Swing?,1,1,1
130,https://stackoverflow.com/questions/6115896,Java: checked vs unchecked exception explanation,0,0,0
210,https://stackoverflow.com/questions/512877,Why can't I define a static method in a Java interface?,0,0,0
461,https://stackoverflow.com/questions/180158,How do I time a method's execution in Java?,1,1,1
225,https://stackoverflow.com/questions/279507,What is meant by immutable?,1,1,1
13,https://stackoverflow.com/questions/687833,How to get the last value of an ArrayList,1,1,1
447,https://stackoverflow.com/questions/1163173,Why use Gradle instead of Ant or Maven?,0,0,0
18,https://stackoverflow.com/questions/1102891,How to check if a String is numeric in Java,1,1,1
218,https://stackoverflow.com/questions/2276271,How to make mock to void methods with mockito,0,0,0
247,https://stackoverflow.com/questions/965690,Java optional parameters,0,0,0
524,https://stackoverflow.com/questions/703396,How to nicely change_data_into_doccano_format floating numbers to String without unnecessary decimal 0?,1,1,1
455,https://stackoverflow.com/questions/171952,Is there a destructor for Java?,0,0,0
463,https://stackoverflow.com/questions/4716503,Reading a plain text file in Java,1,1,1
471,https://stackoverflow.com/questions/1555262,Calculating the difference between two Java date instances,1,1,1
80,https://stackoverflow.com/questions/3907929,Should I declare Jackson's ObjectMapper as a static field?,1,1,1
405,https://stackoverflow.com/questions/3395286,Remove last character of a StringBuilder?,1,1,1
103,https://stackoverflow.com/questions/858572,How to make a new List in Java,1,1,1
281,https://stackoverflow.com/questions/271526,Avoiding != null statements,0,0,0
453,https://stackoverflow.com/questions/53452713,Why is 2 * (i * i) faster than 2 * i * i in Java?,0,0,0
451,https://stackoverflow.com/questions/25147094,How can I turn a List of Lists into a List in Java 8?,1,1,1
203,https://stackoverflow.com/questions/2642777,Trusting all certificates using HttpClient over HTTPS,1,1,1
148,https://stackoverflow.com/questions/299659,What's the difference between SoftReference and WeakReference in Java?,1,1,1
298,https://stackoverflow.com/questions/3826905,Singletons vs. Application Context in Android?,0,0,0
260,https://stackoverflow.com/questions/10839131,Implements vs extends: When to use? What's the difference?,0,0,0
419,https://stackoverflow.com/questions/6178583,Maven does not find JUnit tests to run,0,0,0
27,https://stackoverflow.com/questions/15655012,"How does the ""final"" keyword in Java work? (I can still modify an object.)",0,0,0
54,https://stackoverflow.com/questions/157944,Create ArrayList from array,1,1,1
297,https://stackoverflow.com/questions/541912,Interface naming in Java,0,0,0
150,https://stackoverflow.com/questions/295579,Fastest way to determine if an integer's square root is an integer,0,0,0
512,https://stackoverflow.com/questions/4234985,How to for each the hashmap?,1,1,1
352,https://stackoverflow.com/questions/65035,Does a finally block always get executed in Java?,0,0,0
317,https://stackoverflow.com/questions/1129795,"What is SuppressWarnings (""unchecked"") in Java?",0,0,0
174,https://stackoverflow.com/questions/6992608,Why there is no ConcurrentHashSet against ConcurrentHashMap,1,1,1
428,https://stackoverflow.com/questions/216894,Get an OutputStream into a String,1,1,1
523,https://stackoverflow.com/questions/153724,How to round a number to n decimal places in Java,1,1,1
394,https://stackoverflow.com/questions/4493001,Good use case for Akka,0,0,0
106,https://stackoverflow.com/questions/6615516,IntelliJ show JavaDocs tooltip on mouse over,0,0,0
63,https://stackoverflow.com/questions/1085709,What does 'synchronized' mean?,0,0,0
170,https://stackoverflow.com/questions/4240080,Generating all permutations of a given string,1,1,1
507,https://stackoverflow.com/questions/4334970,Hibernate cannot simultaneously fetch multiple bags,1,1,1
121,https://stackoverflow.com/questions/1196586,Calling remove in foreach loop in Java,1,1,1
113,https://stackoverflow.com/questions/47605,"String concatenation: concat() vs ""+"" operator",0,0,0
418,https://stackoverflow.com/questions/3802893,Number of days between two dates in Joda-Time,1,1,1
107,https://stackoverflow.com/questions/5683728,Convert java.util.Date to String,1,1,1
55,https://stackoverflow.com/questions/21242110,Convert java.util.Date to java.time.LocalDate,1,1,1
330,https://stackoverflow.com/questions/388461,How can I pad a String in Java?,1,1,1
395,https://stackoverflow.com/questions/1619662,How can I get the latest JRE / JDK as a zip file rather than EXE or MSI installer?,0,0,0
223,https://stackoverflow.com/questions/4662215,How to extract a substring using regex,1,1,1
284,https://stackoverflow.com/questions/2950319,Is null check needed before calling instanceof?,1,1,0
475,https://stackoverflow.com/questions/66066,What is the best way to implement constants in Java?,0,0,0
211,https://stackoverflow.com/questions/5585779,How do I convert a String to an int in Java?,1,1,1
506,https://stackoverflow.com/questions/6330260,Finish all previous activities,1,1,1
351,https://stackoverflow.com/questions/16635398,Java 8 Iterable.forEach() vs foreach loop,0,0,0
134,https://stackoverflow.com/questions/17197636,Is it possible to declare a variable in Gradle usable in Java?,0,0,0
478,https://stackoverflow.com/questions/223918,"Iterating through a Collection, avoiding ConcurrentModificationException when removing objects in a loop",1,1,1
364,https://stackoverflow.com/questions/1005073,Initialization of an ArrayList in one line,1,1,1
235,https://stackoverflow.com/questions/1051640,Correct way to add external jars (lib/*.jar) to an IntelliJ IDEA project,0,0,0
230,https://stackoverflow.com/questions/17576922,Why can I throw null in Java?,1,1,1
123,https://stackoverflow.com/questions/1612334,"Difference between DTO, VO, POJO, JavaBeans?",0,0,0
154,https://stackoverflow.com/questions/1026723,How to convert a Map to List in Java?,1,1,1
33,https://stackoverflow.com/questions/5181578,"What is the point of ""final class"" in Java?",0,0,0
22,https://stackoverflow.com/questions/1873995,Run a single test method with maven,0,0,0
83,https://stackoverflow.com/questions/442747,Getting the name of the currently executing method,1,1,1
327,https://stackoverflow.com/questions/20938095,Difference between final and effectively final,0,0,0
53,https://stackoverflow.com/questions/450807,How do I make the method return type generic?,0,0,0
384,https://stackoverflow.com/questions/14970516,Use Mockito to mock some methods but not others,0,0,0
257,https://stackoverflow.com/questions/4502605,How to programmatically set drawableLeft on Android button?,1,1,1
383,https://stackoverflow.com/questions/3106452,"How do servlets work? Instantiation, sessions, shared variables and multithreading",0,0,0
200,https://stackoverflow.com/questions/2302802,object references an unsaved transient instance - save the transient instance before flushing,1,1,1
126,https://stackoverflow.com/questions/5839359,java.lang.OutOfMemoryError: GC overhead limit exceeded,1,1,1
285,https://stackoverflow.com/questions/10710193,How to preserve insertion order in HashMap?,1,1,1
518,https://stackoverflow.com/questions/9619030,Resolving javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed Error?,1,1,1
401,https://stackoverflow.com/questions/2422468,How to upload files to server using JSP/Servlet?,1,1,1
314,https://stackoverflow.com/questions/1594667,.war vs .ear file,0,0,0
202,https://stackoverflow.com/questions/156503,How do you assert that a certain exception is thrown in JUnit 4 tests?,0,0,0
288,https://stackoverflow.com/questions/13395114,How to initialize List<String> object in Java?,1,1,1
160,https://stackoverflow.com/questions/1249973,decompiling DEX into Java sourcecode,0,0,0
108,https://stackoverflow.com/questions/19655184,No compiler is provided in this environment. Perhaps you are running on a JRE rather than a JDK?,0,0,0
483,https://stackoverflow.com/questions/2737328,"Why should I not wrap every block in ""try""-""catch""?",0,1,0
209,https://stackoverflow.com/questions/858980,File to byte[] in Java,1,1,1
39,https://stackoverflow.com/questions/7352493,Failed to load the JNI shared Library (JDK),0,0,0
117,https://stackoverflow.com/questions/6343166,How do I fix android.os.NetworkOnMainThreadException?,1,1,1
413,https://stackoverflow.com/questions/14788345,How to install the JDK on Ubuntu Linux,0,0,0
97,https://stackoverflow.com/questions/2857376,Difference between Java SE/EE/ME?,0,0,0
253,https://stackoverflow.com/questions/1264709,Convert InputStream to byte array in Java,1,1,1
199,https://stackoverflow.com/questions/11547458,"What is the difference between JVM, JDK, JRE & OpenJDK?",0,0,0
93,https://stackoverflow.com/questions/17193365,What in the world are Spring beans?,0,0,0
458,https://stackoverflow.com/questions/11757487,How to tell Jackson to ignore a field during serialization if its value is null?,1,1,1
119,https://stackoverflow.com/questions/1729054,Including dependencies in a jar with Maven,0,0,0
466,https://stackoverflow.com/questions/878573,Java multiline string,0,0,0
487,https://stackoverflow.com/questions/308683,How can I get the current date and time in UTC or GMT in Java?,1,1,1
403,https://stackoverflow.com/questions/7655127,How to convert a char array back to a string?,1,1,1
157,https://stackoverflow.com/questions/1049228,CharSequence VS String in Java?,1,1,1
300,https://stackoverflow.com/questions/541920,Multiple line code example in Javadoc comment,0,0,0
440,https://stackoverflow.com/questions/1296235,JSP tricks to make templating easier?,0,0,0
81,https://stackoverflow.com/questions/2298208,How do I discover memory usage of my application in Android?,1,1,1
151,https://stackoverflow.com/questions/15182496,"Why does this code using random strings print ""hello world""?",1,1,1
21,https://stackoverflow.com/questions/299068,How slow are Java exceptions?,0,1,0
411,https://stackoverflow.com/questions/19998454,Interface with default methods vs Abstract class in Java 8,0,0,0
262,https://stackoverflow.com/questions/4105331,How do I convert from int to String?,1,1,1
526,https://stackoverflow.com/questions/724043,HTTP URL Address Encoding in Java,1,1,1
252,https://stackoverflow.com/questions/5901378,What exactly is a Maven Snapshot and why do we need it?,0,0,0
195,https://stackoverflow.com/questions/541487,"""implements Runnable"" vs ""extends Thread"" in Java",0,0,0
363,https://stackoverflow.com/questions/1099300,"What's the difference between getPath(), getAbsolutePath(), and getCanonicalPath() in Java?",1,1,1
416,https://stackoverflow.com/questions/19820297,Why does changing the sum order returns a different result?,0,0,0
356,https://stackoverflow.com/questions/122407,What's the nearest substitute for a function pointer in Java?,0,0,0
431,https://stackoverflow.com/questions/1079114,Where does the @Transactional annotation belong?,0,0,0
404,https://stackoverflow.com/questions/407255,Difference between declaring variables before or in loop?,0,0,0
472,https://stackoverflow.com/questions/5554217,Google Gson - deserialize list<class> object? (generic type),0,1,0
369,https://stackoverflow.com/questions/1066589,Iterate through a HashMap,1,1,1
325,https://stackoverflow.com/questions/30727515,Why is executing Java code in comments with certain Unicode characters allowed?,0,0,0
116,https://stackoverflow.com/questions/2925054,MVC pattern on Android,0,0,0
346,https://stackoverflow.com/questions/3280353,How to import a jar in Eclipse,0,0,0
166,https://stackoverflow.com/questions/1538755,How to convert String object to Boolean Object?,1,1,1
156,https://stackoverflow.com/questions/869033,How do I copy an object in Java?,1,1,1
212,https://stackoverflow.com/questions/9902968,Why does Math.round(0.49999999999999994) return 1?,1,1,1
341,https://stackoverflow.com/questions/3325387,Infinite Recursion with Jackson JSON and Hibernate JPA issue,1,1,1
229,https://stackoverflow.com/questions/1096650,Why doesn't JUnit provide assertNotEquals methods?,1,1,1
23,https://stackoverflow.com/questions/29888592,Error:java: javacTask: source release 8 requires target release 1.8,0,0,0
421,https://stackoverflow.com/questions/716597,Array or List in Java. Which is faster?,1,1,1
271,https://stackoverflow.com/questions/8881291,Why is char[] preferred over String for passwords?,1,1,1
155,https://stackoverflow.com/questions/510632,What's the difference between ConcurrentHashMap and Collections.synchronizedMap(Map)?,1,1,1
173,https://stackoverflow.com/questions/2808535,Round a double to 2 decimal places,1,1,1
141,https://stackoverflow.com/questions/389741,"What is the ""continue"" keyword and how does it work in Java?",0,0,0
70,https://stackoverflow.com/questions/2095397,"What is the difference between JSF, Servlet and JSP?",0,0,0
142,https://stackoverflow.com/questions/1673841,Examples of GoF Design Patterns in Java's core libraries,0,0,0
16,https://stackoverflow.com/questions/225337,How do I split a string with any whitespace chars as delimiters?,1,1,1
29,https://stackoverflow.com/questions/997482,Does Java support default parameter values?,0,0,0
25,https://stackoverflow.com/questions/11053144,How to see JavaDoc in IntelliJ IDEA?,0,0,0
301,https://stackoverflow.com/questions/1348842,What should I set JAVA_HOME to on OSX,0,0,0
4,https://stackoverflow.com/questions/12900373,IDEA: javac: source release 1.7 requires target release 1.7,0,0,0
417,https://stackoverflow.com/questions/1906445,What is the difference between JDK and JRE?,0,0,0
133,https://stackoverflow.com/questions/2943556,Static Block in Java,0,0,0
375,https://stackoverflow.com/questions/4591206,"ArithmeticException: ""Non-terminating decimal expansion; no exact representable decimal result""",1,1,1
